race_url,race_id,race_name,finish_position,frame_number,horse_number,horse_name,sex_age,weight,jockey,popularity,odds,time,margin,passing_order,last_3f,trainer,horse_weight,indices,expected_race_name,expected_date,expected_year,race_id_keibalab
https://www.keibalab.jp/db/race/202402170511/,202402170511,,1,8,9,テーオーロイヤル,牡6,58.5,菱田裕二,2,3.1,3:30.2,,⑤⑤⑤⑤,33.7,[栗]岡田稲男,452(＋2),オメガ指数を見るには、会員の方はログイン会員でない方は会員登録してご覧下さい,フェブラリーS,2024-02-17,2024,202402170511
https://www.keibalab.jp/db/race/202402170511/,202402170511,,2,7,8,サリエラ,牝5,55.5,ルメール,1,2.6,3:30.2,クビ,④③③③,33.9,[美]国枝栄,432(＋10),,フェブラリーS,2024-02-17,2024,202402170511
https://www.keibalab.jp/db/race/202402170511/,202402170511,,3,5,5,ワープスピード,牡5,56.0,菅原明良,3,5.0,3:30.4,１1/4,⑦⑦⑦⑦,33.7,[美]高木登,504(0),,フェブラリーS,2024-02-17,2024,202402170511
https://www.keibalab.jp/db/race/202402170511/,202402170511,,4,7,7,ハーツイストワール,牡8,57.0,田辺裕信,5,14.0,3:30.9,３,⑤⑥⑤⑤,34.4,[美]国枝栄,482(－4),,フェブラリーS,2024-02-17,2024,202402170511
https://www.keibalab.jp/db/race/202402170511/,202402170511,,5,3,3,トロピカルライト,牝4,49.0,丸田恭介,6,16.5,3:31.0,3/4,⑩⑩⑩⑩,33.9,[美]宗像義忠,476(－2),,フェブラリーS,2024-02-17,2024,202402170511
https://www.keibalab.jp/db/race/202402170511/,202402170511,,6,1,1,ワンダフルタウン,牡6,57.0,戸崎圭太,7,29.2,3:31.3,１1/2,⑧⑧⑧⑦,34.6,[栗]高橋義忠,474(－2),,フェブラリーS,2024-02-17,2024,202402170511
https://www.keibalab.jp/db/race/202402170511/,202402170511,,7,6,6,ニシノレヴナント,セ4,55.0,大野拓弥,4,6.8,3:31.6,２,⑨⑨⑨⑨,34.6,[美]上原博之,494(0),,フェブラリーS,2024-02-17,2024,202402170511
https://www.keibalab.jp/db/race/202402170511/,202402170511,,8,4,4,メイショウユズルハ,牡5,55.0,松岡正海,10,167.0,3:32.4,５,③③③③,36.1,[栗]岡田稲男,490(－4),,フェブラリーS,2024-02-17,2024,202402170511
https://www.keibalab.jp/db/race/202402170511/,202402170511,,9,8,10,グランスラムアスク,牝5,52.0,キング,9,42.6,3:33.0,３1/2,②②②②,36.9,[栗]矢作芳人,476(＋6),,フェブラリーS,2024-02-17,2024,202402170511
https://www.keibalab.jp/db/race/202402170511/,202402170511,,10,2,2,ヒュミドール,セ8,56.0,石橋脩,8,38.6,3:33.0,クビ,①①①①,37.1,[美]小手川準,480(＋8),,フェブラリーS,2024-02-17,2024,202402170511
https://www.keibalab.jp/db/race/202402170512/,202402170512,,1,1,1,ピックアップライン,牡4,58.0,武士沢友,5,8.8,1:37.7,,①①,38.8,[美]田中剛,510(－10),オメガ指数を見るには、会員の方はログイン会員でない方は会員登録してご覧下さい,フェブラリーS,2024-02-17,2024,202402170512
https://www.keibalab.jp/db/race/202402170512/,202402170512,,2,8,16,ベネロングポイント,牡5,57.0,☆原優介,2,4.8,1:37.8,1/2,②②,38.8,[美]和田正一,500(＋2),,フェブラリーS,2024-02-17,2024,202402170512
https://www.keibalab.jp/db/race/202402170512/,202402170512,,3,5,10,ケンキョ,牡4,58.0,丸田恭介,7,16.0,1:38.2,２1/2,⑬⑫,37.6,[美]高橋文雅,478(＋10),,フェブラリーS,2024-02-17,2024,202402170512
https://www.keibalab.jp/db/race/202402170512/,202402170512,,4,4,8,(地)ノルドヴェスト,牡4,58.0,戸崎圭太,3,5.5,1:38.2,クビ,⑯⑯,36.6,[美]萩原清,474(－20),,フェブラリーS,2024-02-17,2024,202402170512
https://www.keibalab.jp/db/race/202402170512/,202402170512,,5,6,12,ホワイトクロウ,セ6,58.0,石橋脩,1,3.3,1:38.4,１,⑪⑩,38.0,[美]矢野英一,470(－4),,フェブラリーS,2024-02-17,2024,202402170512
https://www.keibalab.jp/db/race/202402170512/,202402170512,,6,2,3,トーセンサウダージ,牡4,58.0,大野拓弥,9,31.7,1:38.4,クビ,⑬⑭,37.6,[美]杉浦宏昭,510(＋8),,フェブラリーS,2024-02-17,2024,202402170512
https://www.keibalab.jp/db/race/202402170512/,202402170512,,7,5,9,(地)スノーホルンロード,セ5,58.0,菱田裕二,6,12.2,1:38.6,3/4,④④,39.3,[美]清水英克,512(＋4),,フェブラリーS,2024-02-17,2024,202402170512
https://www.keibalab.jp/db/race/202402170512/,202402170512,,8,7,13,イエヴァンポルッカ,牡5,58.0,田辺裕信,4,7.3,1:39.0,２1/2,⑥⑤,39.4,[美]伊藤圭三,506(0),,フェブラリーS,2024-02-17,2024,202402170512
https://www.keibalab.jp/db/race/202402170512/,202402170512,,9,8,15,グロリアスヒーロー,セ5,58.0,菅原明良,11,41.0,1:39.3,１3/4,⑥⑤,39.7,[美]高木登,482(0),,フェブラリーS,2024-02-17,2024,202402170512
https://www.keibalab.jp/db/race/202402170512/,202402170512,,10,6,11,シルバーニース,牝4,56.0,三浦皇成,13,79.2,1:39.5,１,⑧⑧,39.6,[美]田村康仁,454(0),,フェブラリーS,2024-02-17,2024,202402170512
https://www.keibalab.jp/db/race/202402170512/,202402170512,,11,4,7,(地)ブレガーロード,牡4,58.0,杉原誠人,14,190.6,1:39.7,１1/2,⑧⑩,39.3,[美]岩戸孝樹,482(－9),,フェブラリーS,2024-02-17,2024,202402170512
https://www.keibalab.jp/db/race/202402170512/,202402170512,,12,7,14,コースタルテラス,セ5,58.0,木幡巧也,10,38.7,1:39.7,クビ,⑧⑨,39.6,[美]手塚貴久,500(0),,フェブラリーS,2024-02-17,2024,202402170512
https://www.keibalab.jp/db/race/202402170512/,202402170512,,13,1,2,(地)フィッシュポンド,牡4,58.0,キング,8,23.9,1:40.3,３1/2,④⑤,40.8,[美]小笠倫弘,512(－1),,フェブラリーS,2024-02-17,2024,202402170512
https://www.keibalab.jp/db/race/202402170512/,202402170512,,14,2,4,バウンティハンター,牡7,58.0,秋山真一,16,294.4,1:40.3,アタマ,⑮⑮,39.3,[美]村田一誠,494(－2),,フェブラリーS,2024-02-17,2024,202402170512
https://www.keibalab.jp/db/race/202402170512/,202402170512,,15,3,5,(地)チャールストン,セ5,55.0,▲小林勝,12,48.9,1:40.3,クビ,②②,41.3,[美]小桧山悟,480(－6),,フェブラリーS,2024-02-17,2024,202402170512
https://www.keibalab.jp/db/race/202402170512/,202402170512,,16,3,6,アンジュール,牝4,56.0,ピーヒュ,15,225.9,1:40.6,１3/4,⑪⑫,39.9,[美]佐藤吉勝,420(＋10),,フェブラリーS,2024-02-17,2024,202402170512
https://www.keibalab.jp/db/race/202402180511/,202402180511,,1,5,9,ペプチドナイル,牡6,58.0,藤岡佑介,11,38.0,1:35.7,,④④,37.5,[栗]武英智,528(－6),オメガ指数を見るには、会員の方はログイン会員でない方は会員登録してご覧下さい,フェブラリーS,2024-02-18,2024,202402180511
https://www.keibalab.jp/db/race/202402180511/,202402180511,,2,4,7,ガイアフォース,牡5,58.0,長岡禎仁,5,13.0,1:35.9,１1/4,⑧⑧,37.2,[栗]杉山晴紀,494(－6),,フェブラリーS,2024-02-18,2024,202402180511
https://www.keibalab.jp/db/race/202402180511/,202402180511,,3,4,8,セキフウ,牡5,58.0,武豊,13,48.2,1:35.9,クビ,⑭⑭,36.4,[栗]武幸四郎,490(－9),,フェブラリーS,2024-02-18,2024,202402180511
https://www.keibalab.jp/db/race/202402180511/,202402180511,,4,5,10,タガノビューティー,牡7,58.0,石橋脩,7,17.1,1:35.9,ハナ,⑪⑨,37.0,[栗]西園正都,520(0),,フェブラリーS,2024-02-18,2024,202402180511
https://www.keibalab.jp/db/race/202402180511/,202402180511,,5,6,11,キングズソード,牡5,58.0,岩田望来,4,9.4,1:36.0,1/2,⑪⑫,37.0,[栗]寺島良,520(＋10),,フェブラリーS,2024-02-18,2024,202402180511
https://www.keibalab.jp/db/race/202402180511/,202402180511,,6,7,13,レッドルゼル,牡8,58.0,北村友一,6,13.5,1:36.5,３,⑯⑮,36.9,[栗]安田隆行,490(0),,フェブラリーS,2024-02-18,2024,202402180511
https://www.keibalab.jp/db/race/202402180511/,202402180511,,7,2,3,[地]ミックファイア,牡4,58.0,矢野貴之,9,34.4,1:36.5,ハナ,⑩⑨,37.6,[招]渡辺和雄,486(－8),,フェブラリーS,2024-02-18,2024,202402180511
https://www.keibalab.jp/db/race/202402180511/,202402180511,,8,7,14,ウィルソンテソーロ,牡5,58.0,松山弘平,2,3.9,1:36.6,アタマ,②②,38.5,[美]小手川準,484(－3),,フェブラリーS,2024-02-18,2024,202402180511
https://www.keibalab.jp/db/race/202402180511/,202402180511,,9,8,15,ドンフランキー,牡5,58.0,池添謙一,10,36.0,1:36.6,アタマ,①①,38.7,[栗]斉藤崇史,592(＋4),,フェブラリーS,2024-02-18,2024,202402180511
https://www.keibalab.jp/db/race/202402180511/,202402180511,,10,8,16,アルファマム,牝5,56.0,キング,12,41.7,1:36.7,3/4,⑮⑮,37.0,[栗]佐々木晶,464(－2),,フェブラリーS,2024-02-18,2024,202402180511
https://www.keibalab.jp/db/race/202402180511/,202402180511,,11,1,1,[地]イグナイター,牡6,58.0,西村淳也,8,34.1,1:36.7,クビ,②②,38.6,[招]新子雅司,512(＋9),,フェブラリーS,2024-02-18,2024,202402180511
https://www.keibalab.jp/db/race/202402180511/,202402180511,,12,2,4,ドゥラエレーデ,牡4,58.0,ムルザバ,3,5.5,1:36.8,クビ,④④,38.5,[栗]池添学,514(＋4),,フェブラリーS,2024-02-18,2024,202402180511
https://www.keibalab.jp/db/race/202402180511/,202402180511,,13,6,12,[地]スピーディキック,牝5,56.0,御神本訓,15,107.0,1:37.7,５,⑨⑨,38.9,[招]藤原智行,484(－3),,フェブラリーS,2024-02-18,2024,202402180511
https://www.keibalab.jp/db/race/202402180511/,202402180511,,14,3,5,オメガギネス,牡4,58.0,ルメール,1,3.2,1:38.0,１3/4,⑥⑥,39.5,[美]大和田成,496(＋2),,フェブラリーS,2024-02-18,2024,202402180511
https://www.keibalab.jp/db/race/202402180511/,202402180511,,15,3,6,カラテ,牡8,58.0,菅原明良,16,122.1,1:38.3,２,⑪⑫,39.2,[栗]辻野泰之,534(－6),,フェブラリーS,2024-02-18,2024,202402180511
https://www.keibalab.jp/db/race/202402180511/,202402180511,,16,1,2,シャンパンカラー,牡4,58.0,内田博幸,14,61.3,1:38.4,1/2,⑥⑥,40.0,[美]田中剛,508(＋4),,フェブラリーS,2024-02-18,2024,202402180511
https://www.keibalab.jp/db/race/202402180512/,202402180512,,1,7,14,エミサキホコル,牡4,58.0,長岡禎仁,2,4.9,1:24.3,,④⑤,36.4,[栗]杉山佳明,490(－10),オメガ指数を見るには、会員の方はログイン会員でない方は会員登録してご覧下さい,フェブラリーS,2024-02-18,2024,202402180512
